timestamp;nh3;co;no2;dust;uv;temp;press;hum;alt;ws;wd;
84;1022;1023;1023;848;1023;nan;nan;nan;nan;8.44;142;
85;1020;1018;1021;845;1023;nan;nan;nan;nan;16.22;258;
86;1018;1020;1020;847;1023;nan;nan;nan;nan;12.22;473;
87;1016;1019;1021;845;1023;nan;nan;nan;nan;13.56;258;
88;1021;1017;1016;847;1023;nan;nan;nan;nan;25.33;258;
89;1017;1021;1021;845;1023;nan;nan;nan;nan;14.89;258;
90;1020;1018;1019;843;1023;nan;nan;nan;nan;12.22;259;
91;1022;1023;1018;845;1023;nan;nan;nan;nan;9.56;73;
92;1018;1022;1022;848;1023;nan;nan;nan;nan;9.56;73;
93;1022;1020;1019;849;1023;nan;nan;nan;nan;16.22;-8;
94;1023;1023;1023;849;1023;nan;nan;nan;nan;17.33;10;
95;1022;1019;1022;848;1023;nan;nan;nan;nan;5.56;369;
96;1019;1019;1018;845;1023;nan;nan;nan;nan;12.22;73;
97;1020;1020;1023;848;1023;nan;nan;nan;nan;20.00;12;
98;1022;1023;1023;849;1023;nan;nan;nan;nan;20.22;73;
99;1023;1019;1022;848;1023;nan;nan;nan;nan;8.22;11;
100;1020;1018;1020;844;1023;nan;nan;nan;nan;5.56;113;
