timestamp;nh3;co;no2;dust;uv;temp;press;hum;alt;ws;wd;
89;1023;1019;1018;848;1023;38.74;1004.47;73.38;17.56;12.89;11;
90;1023;1019;1022;844;1023;38.67;1004.50;73.08;17.58;8.89;11;
91;1022;1019;1023;848;1023;38.72;1004.51;73.04;17.70;8.89;142;
92;1022;1018;1022;848;1023;38.70;1004.52;72.95;17.93;17.56;142;
93;1022;1019;1019;848;1023;38.61;1004.53;72.90;17.97;16.67;142;
94;1023;1023;1019;844;1023;38.42;1004.43;73.66;17.97;8.89;141;
95;1018;1015;1016;843;1023;37.98;1004.53;72.88;17.83;19.78;113;
96;1018;1018;1016;843;1023;37.66;1004.56;72.60;17.94;18.00;577;
97;1023;1023;1023;844;1023;37.64;1004.56;72.57;18.11;11.78;142;
98;1022;1022;1022;849;1023;37.64;1004.52;72.90;18.21;0.00;142;
99;1022;1019;1022;849;1023;37.56;1004.54;72.81;18.25;0.00;370;
100;1019;1022;1023;844;1023;37.50;1004.48;73.28;18.36;0.00;113;
101;1021;1018;1016;843;1023;37.36;1004.49;73.17;18.41;0.00;577;
102;1020;1016;1014;841;1023;37.19;1004.54;72.76;18.35;0.00;350;
103;1014;1019;1015;842;1023;37.05;1004.54;72.73;18.55;0.22;33;
104;1022;1018;1022;848;1023;36.97;1004.54;72.75;18.66;0.00;371;
105;1023;1022;1023;849;1023;36.77;1004.56;72.59;18.72;12.89;142;
106;1018;1014;1015;842;1023;36.61;1004.57;72.52;18.79;7.33;370;
107;1018;1014;1017;844;1023;36.56;1004.58;72.46;18.89;6.00;370;
