timestamp;nh3;co;no2;dust;uv;temp;press;hum;alt;ws;wd;
0;1013;1008;1010;837;1023;0.00;0.00;44330.00;0.00;4.67;477;
1;1018;1015;1016;844;1023;0.00;0.00;44330.00;0.00;1.78;477;
2;1019;1014;1018;845;1023;0.00;0.00;44330.00;0.00;3.33;477;
3;1021;1021;1018;843;1023;0.00;0.00;44330.00;0.00;3.33;476;
4;1020;1014;1018;845;1023;0.00;0.00;44330.00;0.00;7.78;476;
5;1018;1018;1018;843;1023;0.00;0.00;44330.00;0.00;6.44;477;
6;1016;1020;1020;841;1023;0.00;0.00;44330.00;0.00;4.89;477;
7;1018;1020;1018;845;1023;0.00;0.00;44330.00;0.00;3.33;476;
8;1019;1019;1016;845;1023;0.00;0.00;44330.00;0.00;8.00;543;
9;1012;1012;1017;843;1023;0.00;0.00;44330.00;0.00;8.00;474;
10;1015;1018;1015;844;1023;0.00;0.00;44330.00;0.00;4.89;477;
11;1023;1022;1022;844;1023;0.00;0.00;44330.00;0.00;3.33;476;
12;1021;1016;1021;844;1023;0.00;0.00;44330.00;0.00;4.89;544;
13;1017;1020;1020;847;1023;0.00;0.00;44330.00;0.00;17.33;544;
14;1014;1014;1019;844;1023;0.00;0.00;44330.00;0.00;20.44;477;
15;1014;1018;1018;845;1023;0.00;0.00;44330.00;0.00;14.22;476;
16;1020;1023;1019;848;1023;0.00;0.00;44330.00;0.00;8.00;260;
17;1019;1019;1023;847;1023;0.00;0.00;44330.00;0.00;8.00;477;
18;1015;1018;1016;844;1023;0.00;0.00;44330.00;0.00;4.89;475;
19;1018;1021;1016;845;1023;0.00;0.00;44330.00;0.00;4.89;476;
20;1020;1018;1016;841;1023;0.00;0.00;44330.00;0.00;6.44;475;
21;1020;1016;1021;842;1023;0.00;0.00;44330.00;0.00;6.44;477;
22;1015;1015;1016;846;1023;0.00;0.00;44330.00;0.00;8.00;422;
23;1020;1018;1019;844;1023;0.00;0.00;44330.00;0.00;3.33;542;
24;1019;1019;1021;847;1023;0.00;0.00;44330.00;0.00;4.89;544;
25;1020;1019;1021;844;1023;0.00;0.00;44330.00;0.00;3.33;421;
26;1018;1021;1021;846;1023;0.00;0.00;44330.00;0.00;1.78;544;
27;1021;1020;1018;847;1023;0.00;0.00;44330.00;0.00;3.33;543;
28;1021;1021;1018;844;1023;0.00;0.00;44330.00;0.00;4.89;542;
29;1020;1019;1021;844;1023;0.00;0.00;44330.00;0.00;6.44;543;
30;1019;1019;1018;843;1023;0.00;0.00;44330.00;0.00;6.67;259;
31;1018;1021;1020;842;1023;0.00;0.00;44330.00;0.00;18.89;544;
32;1020;1018;1021;844;1023;0.00;0.00;44330.00;0.00;15.56;544;
33;1017;1020;1019;847;1023;0.00;0.00;44330.00;0.00;12.67;543;
34;1021;1016;1016;847;1023;0.00;0.00;44330.00;0.00;11.11;543;
35;1014;1018;1017;843;1023;0.00;0.00;44330.00;0.00;8.00;540;
36;1016;1016;1020;844;1023;0.00;0.00;44330.00;0.00;4.89;544;
37;1018;1021;1016;844;1023;0.00;0.00;44330.00;0.00;18.89;477;
38;1020;1020;1016;841;1023;0.00;0.00;44330.00;0.00;17.33;420;
