timestamp;nh3;co;no2;dust;uv;temp;press;hum;alt;ws;wd;
0;1008;1013;1011;837;1023;nan;nan;nan;nan;2.89;143;
1;1019;1018;1019;846;1023;nan;nan;nan;nan;10.89;370;
2;1016;1014;1016;844;1023;nan;nan;nan;nan;10.67;372;
3;1020;1022;1023;848;1023;nan;nan;nan;nan;6.22;628;
4;1020;1018;1020;846;1023;nan;nan;nan;nan;9.56;630;
5;1020;1023;1020;846;1023;nan;nan;nan;nan;9.11;629;
6;1020;1018;1020;844;1023;nan;nan;nan;nan;12.00;628;
7;1017;1020;1021;847;1023;nan;nan;nan;nan;7.56;628;
8;1018;1019;1018;844;1023;nan;nan;nan;nan;9.11;630;
9;1023;1021;1021;847;1023;nan;nan;nan;nan;6.00;630;
10;1021;1019;1022;847;1023;nan;nan;nan;nan;4.67;630;
11;1020;1018;1023;846;1023;nan;nan;nan;nan;3.11;629;
12;1021;1018;1021;844;1023;nan;nan;nan;nan;3.11;629;
13;1018;1022;1017;844;1023;nan;nan;nan;nan;6.00;629;
14;1021;1019;1021;847;1023;nan;nan;nan;nan;4.67;629;
15;1021;1019;1020;844;1023;nan;nan;nan;nan;7.78;629;
16;1021;1018;1019;849;1023;nan;nan;nan;nan;7.56;629;
17;1018;1021;1018;844;1023;nan;nan;nan;nan;17.33;629;
18;1018;1018;1018;847;1023;nan;nan;nan;nan;10.44;630;
19;1021;1021;1023;847;1023;0.00;nan;nan;nan;6.00;627;
20;1023;1020;1017;844;1023;nan;nan;nan;nan;10.00;629;
21;1018;1020;1017;847;1023;nan;nan;nan;nan;8.89;629;
22;1020;1018;1021;847;1023;nan;nan;nan;nan;7.33;628;
23;1018;1020;1021;847;1023;nan;nan;nan;nan;8.89;627;
24;1019;1017;1018;847;1023;nan;nan;nan;nan;6.00;626;
25;1019;1021;1021;845;1023;nan;nan;nan;nan;6.00;626;
26;1021;1021;1023;847;1023;nan;nan;nan;nan;7.56;630;
27;1018;1021;1021;846;1023;nan;nan;nan;nan;9.11;628;
28;1021;1018;1020;847;1023;nan;nan;nan;nan;6.00;628;
29;1020;1018;1021;846;1023;nan;nan;nan;nan;7.56;627;
30;1018;1020;1021;849;1023;nan;nan;nan;nan;9.78;627;
31;1018;1018;1017;844;1023;nan;nan;nan;nan;8.00;627;
32;1018;1019;1021;844;1023;nan;nan;nan;nan;8.00;626;
33;1016;1019;1020;847;1023;nan;nan;nan;nan;8.00;628;
34;1020;1018;1021;847;1023;nan;nan;nan;nan;12.44;628;
35;1021;1020;1021;844;1023;nan;nan;nan;nan;9.11;628;
36;1021;1016;1023;845;1023;nan;nan;nan;nan;7.78;629;
37;1020;1021;1021;846;1023;nan;nan;nan;nan;8.00;628;
38;1021;1017;1023;847;1023;nan;nan;nan;nan;4.89;629;
