timestamp;nh3;co;no2;dust;uv;temp;press;hum;alt;ws;wd;
36;1021;1021;1021;845;1023;33.11;1004.65;71.86;21.73;3.11;626;
37;1016;1019;1021;845;1023;33.16;1004.61;72.18;21.97;3.11;626;
38;1021;1021;1018;847;1023;33.23;1004.63;72.01;21.93;3.11;624;
39;1021;1018;1021;844;1023;33.28;1004.66;71.80;21.67;4.67;630;
40;1020;1018;1021;844;1023;33.23;1004.58;72.41;21.56;29.11;629;
41;1023;1020;1020;844;1023;33.34;1004.64;71.97;21.53;25.56;628;
42;1020;1017;1017;844;1023;33.44;1004.61;72.18;21.61;18.67;629;
43;1020;1018;1021;849;1023;33.44;1004.60;72.25;21.53;17.33;627;
44;1019;1018;1021;847;1023;33.60;1004.60;72.30;21.56;6.44;626;
45;1020;1018;1021;844;1023;33.70;1004.61;72.20;21.60;3.33;625;
46;1021;1019;1018;847;1023;33.80;1004.62;72.09;21.61;4.67;628;
47;1021;1021;1021;844;1023;33.87;1004.62;72.09;21.32;11.11;625;
48;1020;1017;1018;844;1023;34.02;1004.62;72.06;21.51;8.22;623;
49;1021;1019;1021;847;1023;34.14;1004.59;72.39;21.53;4.22;629;
50;1020;1021;1017;844;1023;34.20;1004.58;72.46;21.31;4.67;626;
51;1018;1018;1020;847;1023;34.34;1004.63;71.98;21.39;3.78;627;
52;1021;1020;1020;847;1023;34.45;1004.62;72.12;21.24;3.11;626;
53;1018;1021;1019;846;1023;34.61;1004.60;72.23;20.90;3.33;627;
54;1021;1020;1019;843;1023;34.74;1004.59;72.36;20.88;4.89;623;
55;1020;1017;1016;844;1023;34.79;1004.55;72.67;20.53;7.78;629;
56;1018;1018;1020;844;1023;34.91;1004.55;72.70;20.79;6.22;626;
57;1020;1018;1017;844;1023;35.03;1004.64;71.96;21.01;5.78;627;
58;1021;1020;1021;844;1023;35.12;1004.65;71.81;21.03;19.56;627;
59;1021;1021;1019;844;1023;35.07;1004.57;72.55;20.79;25.56;623;
60;1018;1021;1019;846;1023;181.77;-228.77;nan;100.00;20.22;626;
61;1019;1023;1023;849;1023;181.77;-228.77;nan;100.00;22.44;624;
62;1018;1021;1022;848;1023;35.05;1004.56;72.61;20.19;33.56;624;
63;1021;1018;1018;845;1023;34.97;1004.58;72.45;20.12;23.33;626;
64;1018;1018;1017;847;1023;35.06;1004.60;72.27;20.03;26.22;626;
65;1020;1021;1021;843;1023;35.13;1004.59;72.35;19.93;26.00;628;
66;1021;1021;1023;845;1023;35.23;1004.64;71.94;19.86;9.11;625;
67;1019;1021;1018;847;1023;35.31;1004.64;71.94;19.94;6.89;627;
68;1018;1020;1021;845;1023;35.30;1004.62;72.09;19.89;12.89;628;
69;1018;1020;1019;846;1023;35.32;1004.57;72.49;19.94;7.11;627;
70;1018;1018;1021;849;1023;35.28;1004.56;72.63;19.84;20.44;623;
71;1017;1019;1018;845;1023;35.26;1004.60;72.27;19.80;19.33;624;
72;1021;1018;1018;847;1023;35.27;1004.58;72.45;19.96;29.56;628;
73;1023;1022;1022;847;1023;35.30;1004.60;72.27;19.95;25.11;626;
74;1021;1021;1018;847;1023;35.29;1004.62;72.10;19.88;12.44;626;
75;1019;1017;1018;847;1023;35.32;1004.65;71.85;19.82;8.00;626;
76;1018;1021;1021;845;1023;35.39;1004.64;71.90;19.81;7.33;628;
77;1018;1021;1019;847;1023;35.48;1004.65;71.88;19.96;4.44;625;
78;1018;1019;1020;844;1023;35.54;1004.65;71.82;19.79;1.78;625;
79;1021;1021;1018;847;1023;35.62;1004.66;71.79;19.84;2.89;626;
80;1018;1021;1019;846;1023;35.73;1004.65;71.89;20.21;1.78;625;
81;1020;1018;1021;847;1023;35.84;1004.62;72.06;19.95;1.78;625;
82;1021;1019;1018;845;1023;35.90;1004.63;71.98;20.00;4.44;626;
83;1021;1020;1020;846;1023;35.96;1004.62;72.11;19.83;10.44;626;
84;1017;1021;1018;845;1023;36.02;1004.60;72.30;19.70;13.11;627;
85;1021;1021;1020;847;1023;36.02;1004.56;72.57;19.57;11.78;625;
86;1020;1018;1017;844;1023;36.06;1004.53;72.71;19.58;23.78;625;
87;1016;1021;1018;844;1023;36.15;1004.52;72.91;19.37;14.67;627;
88;1018;1020;1020;846;1023;36.18;1004.52;72.95;19.29;7.33;625;
89;1018;1020;1020;846;1023;36.21;1004.57;72.50;19.25;12.89;626;
90;1021;1021;1019;846;1023;36.26;1004.58;72.40;19.21;13.33;625;
91;1021;1018;1021;844;1023;36.32;1004.56;72.58;19.22;8.89;625;
92;1018;1020;1020;846;1023;36.37;1004.57;72.51;19.20;7.56;628;
93;1018;1018;1021;847;1023;36.44;1004.57;72.49;19.17;7.33;625;
94;1016;1018;1021;847;1023;36.46;1004.56;72.62;19.18;7.11;627;
95;1021;1019;1021;847;1023;36.54;1004.56;72.60;19.32;4.22;628;
96;1018;1021;1020;847;1023;36.60;1004.55;72.66;19.16;5.78;626;
97;1020;1018;1017;847;1023;36.66;1004.57;72.56;19.31;4.22;624;
98;1021;1020;1021;846;1023;36.74;1004.57;72.51;19.36;3.11;626;
99;1023;1020;1020;845;1023;36.75;1004.56;72.59;19.36;5.78;627;
100;1019;1021;1021;843;1023;36.86;1004.54;72.74;19.34;5.33;627;
101;1018;1021;1018;847;1023;36.98;1004.58;72.44;19.04;7.11;624;
