timestamp;nh3;co;no2;dust;uv;temp;press;hum;alt;ws;wd;
74;1023;1022;1023;849;909;22.07;1021.22;-66.16;20.62;1.78;19;
75;1023;1023;1023;849;947;22.04;1021.22;-66.19;20.67;3.33;20;
76;1023;1023;1023;849;967;22.01;1021.21;-66.03;20.68;3.33;13;
77;1023;1021;1020;849;966;21.87;1021.18;-65.85;20.75;3.33;13;
78;1020;1021;1022;844;1000;21.82;1021.20;-66.00;21.28;3.33;550;
79;1020;1020;1023;848;1013;21.75;1021.20;-65.99;21.47;1.78;551;
80;1018;1021;1021;844;971;21.77;1021.22;-66.11;21.43;3.33;551;
81;1018;1022;1021;847;959;21.72;1021.25;-66.36;21.36;1.56;552;
82;1018;1021;1021;847;928;21.64;1021.23;-66.22;21.67;1.78;550;
83;1022;1021;1018;846;950;21.62;1021.20;-65.95;21.29;1.78;551;
84;1023;1019;1021;846;961;21.57;1021.21;-66.04;21.49;4.44;303;
85;1021;1018;1021;847;932;21.59;1021.19;-65.90;21.40;1.78;304;
86;1018;1021;1021;844;920;21.57;1021.19;-65.87;21.40;1.33;304;
87;1023;1022;1023;849;933;21.54;1021.19;-65.93;21.38;0.00;19;
88;1023;1022;1023;848;910;21.46;1021.21;-66.07;21.32;3.11;21;
89;1023;1023;1022;849;813;21.49;1021.21;-66.10;21.34;1.78;302;
90;1020;1021;1022;847;845;21.47;1021.24;-66.32;21.42;0.22;20;
91;1023;1020;1023;849;954;21.45;1021.22;-66.17;21.50;3.11;19;
92;1023;1023;1023;849;988;21.40;1021.24;-66.33;21.44;2.89;20;
93;1022;1023;1020;849;989;21.40;1021.21;-66.10;21.46;1.56;21;
94;1023;1023;1023;849;826;21.37;1021.24;-66.29;21.62;1.78;19;
95;1018;1019;1022;849;957;21.32;1021.24;-66.28;21.68;3.11;303;
96;1019;1023;1023;849;966;21.30;1021.22;-66.12;21.67;3.33;626;
97;1023;1019;1023;847;987;21.28;1021.21;-66.10;21.78;3.33;627;
98;1023;1022;1019;847;952;21.27;1021.19;-65.90;21.91;6.44;627;
99;1020;1023;1022;845;968;21.24;1021.21;-66.07;21.90;4.89;627;
